Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2009,2009,New Mexico,35,15-24 years,15-24,Male,M,61,149402,40.8
,2009,2009,New Mexico,35,25-34 years,25-34,Female,F,14,128948,Unreliable
,2009,2009,New Mexico,35,25-34 years,25-34,Male,M,49,133112,36.8
,2009,2009,New Mexico,35,35-44 years,35-44,Female,F,14,125884,Unreliable
,2009,2009,New Mexico,35,35-44 years,35-44,Male,M,40,123673,32.3
,2009,2009,New Mexico,35,45-54 years,45-54,Female,F,22,149097,14.8
,2009,2009,New Mexico,35,45-54 years,45-54,Male,M,50,142722,35
,2009,2009,New Mexico,35,55-64 years,55-64,Female,F,15,129130,Unreliable
,2009,2009,New Mexico,35,55-64 years,55-64,Male,M,48,120139,40
,2009,2009,New Mexico,35,65-74 years,65-74,Male,M,19,70916,Unreliable
,2009,2009,New Mexico,35,75-84 years,75-84,Male,M,17,37682,Unreliable
,2009,2009,New York,36,15-24 years,15-24,Female,F,42,1361415,3.1
,2009,2009,New York,36,15-24 years,15-24,Male,M,142,1408137,10.1
,2009,2009,New York,36,25-34 years,25-34,Female,F,36,1338095,2.7
,2009,2009,New York,36,25-34 years,25-34,Male,M,145,1297723,11.2
,2009,2009,New York,36,35-44 years,35-44,Female,F,62,1354426,4.6
,2009,2009,New York,36,35-44 years,35-44,Male,M,195,1299793,15
,2009,2009,New York,36,45-54 years,45-54,Female,F,66,1476712,4.5
,2009,2009,New York,36,45-54 years,45-54,Male,M,275,1392832,19.7
,2009,2009,New York,36,55-64 years,55-64,Female,F,44,1182654,3.7
,2009,2009,New York,36,55-64 years,55-64,Male,M,181,1061593,17
,2009,2009,New York,36,65-74 years,65-74,Female,F,23,738585,3.1
,2009,2009,New York,36,65-74 years,65-74,Male,M,83,600819,13.8
,2009,2009,New York,36,75-84 years,75-84,Female,F,11,519125,Unreliable
,2009,2009,New York,36,75-84 years,75-84,Male,M,61,350336,17.4
,2009,2009,New York,36,85+ years,85+,Female,F,10,263746,Unreliable
,2009,2009,New York,36,85+ years,85+,Male,M,32,119599,26.8
,2009,2009,North Carolina,37,15-24 years,15-24,Female,F,25,641978,3.9
,2009,2009,North Carolina,37,15-24 years,15-24,Male,M,107,672065,15.9
,2009,2009,North Carolina,37,25-34 years,25-34,Female,F,35,627715,5.6
,2009,2009,North Carolina,37,25-34 years,25-34,Male,M,147,609477,24.1
,2009,2009,North Carolina,37,35-44 years,35-44,Female,F,43,677353,6.3
,2009,2009,North Carolina,37,35-44 years,35-44,Male,M,195,659127,29.6
,2009,2009,North Carolina,37,45-54 years,45-54,Female,F,70,698005,10
,2009,2009,North Carolina,37,45-54 years,45-54,Male,M,192,659936,29.1
,2009,2009,North Carolina,37,55-64 years,55-64,Female,F,38,581934,6.5
,2009,2009,North Carolina,37,55-64 years,55-64,Male,M,138,526246,26.2
,2009,2009,North Carolina,37,65-74 years,65-74,Female,F,17,367089,Unreliable
,2009,2009,North Carolina,37,65-74 years,65-74,Male,M,82,312416,26.2
,2009,2009,North Carolina,37,75-84 years,75-84,Male,M,53,155567,34.1
,2009,2009,North Carolina,37,85+ years,85+,Male,M,16,42374,Unreliable
,2009,2009,North Dakota,38,15-24 years,15-24,Male,M,22,56269,39.1
,2009,2009,North Dakota,38,25-34 years,25-34,Male,M,16,46067,Unreliable
,2009,2009,North Dakota,38,35-44 years,35-44,Male,M,16,38758,Unreliable
,2009,2009,North Dakota,38,45-54 years,45-54,Male,M,15,48994,Unreliable
,2009,2009,Ohio,39,5-14 years,14-May,Male,M,10,782410,Unreliable
,2009,2009,Ohio,39,15-24 years,15-24,Female,F,29,784047,3.7
,2009,2009,Ohio,39,15-24 years,15-24,Male,M,114,808379,14.1
,2009,2009,Ohio,39,25-34 years,25-34,Female,F,35,708445,4.9
,2009,2009,Ohio,39,25-34 years,25-34,Male,M,133,702203,18.9
,2009,2009,Ohio,39,35-44 years,35-44,Female,F,49,759298,6.5
,2009,2009,Ohio,39,35-44 years,35-44,Male,M,178,746999,23.8
,2009,2009,Ohio,39,45-54 years,45-54,Female,F,59,891334,6.6
,2009,2009,Ohio,39,45-54 years,45-54,Male,M,215,859705,25
,2009,2009,Ohio,39,55-64 years,55-64,Female,F,39,725770,5.4
,2009,2009,Ohio,39,55-64 years,55-64,Male,M,146,681340,21.4
,2009,2009,Ohio,39,65-74 years,65-74,Female,F,17,454442,Unreliable
,2009,2009,Ohio,39,65-74 years,65-74,Male,M,70,385239,18.2
,2009,2009,Ohio,39,75-84 years,75-84,Male,M,49,221549,22.1
,2009,2009,Ohio,39,85+ years,85+,Male,M,25,70247,35.6
,2009,2009,Oklahoma,40,15-24 years,15-24,Female,F,11,260143,Unreliable
,2009,2009,Oklahoma,40,15-24 years,15-24,Male,M,58,273958,21.2
,2009,2009,Oklahoma,40,25-34 years,25-34,Female,F,21,244040,8.6
,2009,2009,Oklahoma,40,25-34 years,25-34,Male,M,87,254178,34.2
,2009,2009,Oklahoma,40,35-44 years,35-44,Female,F,17,228606,Unreliable
,2009,2009,Oklahoma,40,35-44 years,35-44,Male,M,82,232552,35.3
,2009,2009,Oklahoma,40,45-54 years,45-54,Female,F,32,266385,12
,2009,2009,Oklahoma,40,45-54 years,45-54,Male,M,102,260091,39.2
,2009,2009,Oklahoma,40,55-64 years,55-64,Female,F,16,221434,Unreliable
,2009,2009,Oklahoma,40,55-64 years,55-64,Male,M,60,208075,28.8
,2009,2009,Oklahoma,40,65-74 years,65-74,Female,F,10,147016,Unreliable
,2009,2009,Oklahoma,40,65-74 years,65-74,Male,M,35,128774,27.2
,2009,2009,Oklahoma,40,75-84 years,75-84,Male,M,23,68418,33.6
,2009,2009,Oregon,41,15-24 years,15-24,Female,F,11,249601,Unreliable
,2009,2009,Oregon,41,15-24 years,15-24,Male,M,46,260577,17.7
,2009,2009,Oregon,41,25-34 years,25-34,Female,F,18,257002,Unreliable
,2009,2009,Oregon,41,25-34 years,25-34,Male,M,61,263327,23.2
,2009,2009,Oregon,41,35-44 years,35-44,Female,F,31,246297,12.6
,2009,2009,Oregon,41,35-44 years,35-44,Male,M,82,253989,32.3
,2009,2009,Oregon,41,45-54 years,45-54,Female,F,45,276180,16.3
,2009,2009,Oregon,41,45-54 years,45-54,Male,M,113,267679,42.2
,2009,2009,Oregon,41,55-64 years,55-64,Female,F,34,254013,13.4
,2009,2009,Oregon,41,55-64 years,55-64,Male,M,86,241568,35.6
,2009,2009,Oregon,41,65-74 years,65-74,Male,M,47,134419,35
,2009,2009,Oregon,41,75-84 years,75-84,Male,M,34,71642,47.5
,2009,2009,Oregon,41,85+ years,85+,Male,M,16,26035,Unreliable
,2009,2009,Pennsylvania,42,5-14 years,14-May,Male,M,11,792219,Unreliable
,2009,2009,Pennsylvania,42,15-24 years,15-24,Female,F,25,873332,2.9
,2009,2009,Pennsylvania,42,15-24 years,15-24,Male,M,142,903974,15.7
,2009,2009,Pennsylvania,42,25-34 years,25-34,Female,F,29,748014,3.9
,2009,2009,Pennsylvania,42,25-34 years,25-34,Male,M,170,750769,22.6
,2009,2009,Pennsylvania,42,35-44 years,35-44,Female,F,67,830265,8.1
,2009,2009,Pennsylvania,42,35-44 years,35-44,Male,M,209,817096,25.6
,2009,2009,Pennsylvania,42,45-54 years,45-54,Female,F,105,987352,10.6
,2009,2009,Pennsylvania,42,45-54 years,45-54,Male,M,309,956246,32.3
,2009,2009,Pennsylvania,42,55-64 years,55-64,Female,F,73,809610,9
,2009,2009,Pennsylvania,42,55-64 years,55-64,Male,M,222,763516,29.1
,2009,2009,Pennsylvania,42,65-74 years,65-74,Female,F,14,522663,Unreliable
,2009,2009,Pennsylvania,42,65-74 years,65-74,Male,M,101,443377,22.8
,2009,2009,Pennsylvania,42,75-84 years,75-84,Female,F,15,404612,Unreliable
,2009,2009,Pennsylvania,42,75-84 years,75-84,Male,M,90,276557,32.5
,2009,2009,Pennsylvania,42,85+ years,85+,Male,M,35,92632,37.8
,2009,2009,Rhode Island,44,15-24 years,15-24,Male,M,12,82025,Unreliable
,2009,2009,Rhode Island,44,25-34 years,25-34,Male,M,16,63021,Unreliable
,2009,2009,Rhode Island,44,35-44 years,35-44,Male,M,20,68371,29.3
,2009,2009,Rhode Island,44,45-54 years,45-54,Male,M,22,78748,27.9
,2009,2009,Rhode Island,44,55-64 years,55-64,Male,M,12,61119,Unreliable
,2009,2009,South Carolina,45,15-24 years,15-24,Female,F,12,323574,Unreliable
,2009,2009,South Carolina,45,15-24 years,15-24,Male,M,54,336094,16.1
,2009,2009,South Carolina,45,25-34 years,25-34,Female,F,15,295454,Unreliable
,2009,2009,South Carolina,45,25-34 years,25-34,Male,M,76,291426,26.1
,2009,2009,South Carolina,45,35-44 years,35-44,Female,F,26,309457,8.4
,2009,2009,South Carolina,45,35-44 years,35-44,Male,M,82,298771,27.4
,2009,2009,South Carolina,45,45-54 years,45-54,Female,F,28,339820,8.2
,2009,2009,South Carolina,45,45-54 years,45-54,Male,M,103,317137,32.5
,2009,2009,South Carolina,45,55-64 years,55-64,Female,F,28,299884,9.3
,2009,2009,South Carolina,45,55-64 years,55-64,Male,M,87,269008,32.3
,2009,2009,South Carolina,45,65-74 years,65-74,Female,F,14,191692,Unreliable
,2009,2009,South Carolina,45,65-74 years,65-74,Male,M,52,167032,31.1
,2009,2009,South Carolina,45,75-84 years,75-84,Male,M,22,78015,28.2
,2009,2009,South Carolina,45,85+ years,85+,Male,M,11,20713,Unreliable
,2009,2009,South Dakota,46,15-24 years,15-24,Male,M,32,59891,53.4
,2009,2009,South Dakota,46,25-34 years,25-34,Male,M,22,53486,41.1
,2009,2009,South Dakota,46,35-44 years,35-44,Male,M,13,47725,Unreliable
,2009,2009,South Dakota,46,45-54 years,45-54,Male,M,14,58989,Unreliable
,2009,2009,Tennessee,47,15-24 years,15-24,Female,F,26,424893,6.1
,2009,2009,Tennessee,47,15-24 years,15-24,Male,M,86,434798,19.8
,2009,2009,Tennessee,47,25-34 years,25-34,Female,F,27,414535,6.5
,2009,2009,Tennessee,47,25-34 years,25-34,Male,M,106,407326,26
,2009,2009,Tennessee,47,35-44 years,35-44,Female,F,36,435522,8.3
,2009,2009,Tennessee,47,35-44 years,35-44,Male,M,131,427348,30.7
,2009,2009,Tennessee,47,45-54 years,45-54,Female,F,56,474472,11.8
,2009,2009,Tennessee,47,45-54 years,45-54,Male,M,185,448057,41.3
,2009,2009,Tennessee,47,55-64 years,55-64,Female,F,38,397731,9.6
,2009,2009,Tennessee,47,55-64 years,55-64,Male,M,101,367445,27.5
,2009,2009,Tennessee,47,65-74 years,65-74,Male,M,72,221462,32.5
,2009,2009,Tennessee,47,75-84 years,75-84,Male,M,48,107144,44.8
,2009,2009,Tennessee,47,85+ years,85+,Male,M,16,28953,Unreliable
,2009,2009,Texas,48,5-14 years,14-May,Male,M,21,1910610,1.1
,2009,2009,Texas,48,15-24 years,15-24,Female,F,82,1784119,4.6
,2009,2009,Texas,48,15-24 years,15-24,Male,M,332,1888308,17.6
,2009,2009,Texas,48,25-34 years,25-34,Female,F,78,1769223,4.4
,2009,2009,Texas,48,25-34 years,25-34,Male,M,375,1796846,20.9
,2009,2009,Texas,48,35-44 years,35-44,Female,F,108,1726767,6.3
,2009,2009,Texas,48,35-44 years,35-44,Male,M,397,1715123,23.1
,2009,2009,Texas,48,45-54 years,45-54,Female,F,162,1715344,9.4
,2009,2009,Texas,48,45-54 years,45-54,Male,M,477,1686094,28.3
,2009,2009,Texas,48,55-64 years,55-64,Female,F,90,1295260,6.9
,2009,2009,Texas,48,55-64 years,55-64,Male,M,300,1212892,24.7
,2009,2009,Texas,48,65-74 years,65-74,Female,F,25,764335,3.3
,2009,2009,Texas,48,65-74 years,65-74,Male,M,175,667915,26.2
,2009,2009,Texas,48,75-84 years,75-84,Female,F,15,472694,Unreliable
,2009,2009,Texas,48,75-84 years,75-84,Male,M,106,341034,31.1
,2009,2009,Texas,48,85+ years,85+,Male,M,52,97557,53.3
,2009,2009,Utah,49,15-24 years,15-24,Female,F,11,222085,Unreliable
,2009,2009,Utah,49,15-24 years,15-24,Male,M,57,225495,25.3
,2009,2009,Utah,49,25-34 years,25-34,Female,F,22,214643,10.2
,2009,2009,Utah,49,25-34 years,25-34,Male,M,87,226003,38.5
,2009,2009,Utah,49,35-44 years,35-44,Female,F,33,159304,20.7
,2009,2009,Utah,49,35-44 years,35-44,Male,M,58,165718,35
,2009,2009,Utah,49,45-54 years,45-54,Female,F,18,153501,Unreliable
,2009,2009,Utah,49,45-54 years,45-54,Male,M,79,152428,51.8
,2009,2009,Utah,49,55-64 years,55-64,Female,F,11,117473,Unreliable
,2009,2009,Utah,49,55-64 years,55-64,Male,M,38,113730,33.4
,2009,2009,Utah,49,65-74 years,65-74,Male,M,17,63720,Unreliable
,2009,2009,Utah,49,75-84 years,75-84,Male,M,10,35351,Unreliable
,2009,2009,Vermont,50,25-34 years,25-34,Male,M,10,33953,Unreliable
,2009,2009,Vermont,50,35-44 years,35-44,Male,M,13,39653,Unreliable
,2009,2009,Vermont,50,55-64 years,55-64,Male,M,13,43258,Unreliable
,2009,2009,Vermont,50,65-74 years,65-74,Male,M,12,23251,Unreliable
,2009,2009,Virginia,51,15-24 years,15-24,Female,F,18,546094,Unreliable
,2009,2009,Virginia,51,15-24 years,15-24,Male,M,87,575514,15.1
,2009,2009,Virginia,51,25-34 years,25-34,Female,F,23,535689,4.3
,2009,2009,Virginia,51,25-34 years,25-34,Male,M,107,536665,19.9
,2009,2009,Virginia,51,35-44 years,35-44,Female,F,56,567107,9.9
,2009,2009,Virginia,51,35-44 years,35-44,Male,M,147,552177,26.6
,2009,2009,Virginia,51,45-54 years,45-54,Female,F,60,615470,9.7
,2009,2009,Virginia,51,45-54 years,45-54,Male,M,169,588655,28.7
,2009,2009,Virginia,51,55-64 years,55-64,Female,F,41,481695,8.5
,2009,2009,Virginia,51,55-64 years,55-64,Male,M,125,446545,28
,2009,2009,Virginia,51,65-74 years,65-74,Female,F,12,286122,Unreliable
,2009,2009,Virginia,51,65-74 years,65-74,Male,M,62,249336,24.9
,2009,2009,Virginia,51,75-84 years,75-84,Male,M,30,124605,24.1
,2009,2009,Virginia,51,85+ years,85+,Male,M,17,37076,Unreliable
,2009,2009,Washington,53,15-24 years,15-24,Female,F,19,448455,Unreliable
,2009,2009,Washington,53,15-24 years,15-24,Male,M,97,479823,20.2
,2009,2009,Washington,53,25-34 years,25-34,Female,F,22,452944,4.9
,2009,2009,Washington,53,25-34 years,25-34,Male,M,115,470354,24.4
,2009,2009,Washington,53,35-44 years,35-44,Female,F,36,450903,8
,2009,2009,Washington,53,35-44 years,35-44,Male,M,115,461541,24.9
,2009,2009,Washington,53,45-54 years,45-54,Female,F,60,496614,12.1
,2009,2009,Washington,53,45-54 years,45-54,Male,M,146,492755,29.6
,2009,2009,Washington,53,55-64 years,55-64,Female,F,46,414057,11.1
,2009,2009,Washington,53,55-64 years,55-64,Male,M,112,395162,28.3
,2009,2009,Washington,53,65-74 years,65-74,Female,F,11,228553,Unreliable
,2009,2009,Washington,53,65-74 years,65-74,Male,M,56,211813,26.4
,2009,2009,Washington,53,75-84 years,75-84,Male,M,48,108645,44.2
,2009,2009,Washington,53,85+ years,85+,Male,M,27,38922,69.4
,2009,2009,West Virginia,54,15-24 years,15-24,Male,M,25,121737,20.5
,2009,2009,West Virginia,54,25-34 years,25-34,Female,F,10,109155,Unreliable
,2009,2009,West Virginia,54,25-34 years,25-34,Male,M,39,111981,34.8
,2009,2009,West Virginia,54,35-44 years,35-44,Male,M,34,120522,28.2
,2009,2009,West Virginia,54,45-54 years,45-54,Male,M,41,137028,29.9
,2009,2009,West Virginia,54,55-64 years,55-64,Female,F,10,130524,Unreliable
,2009,2009,West Virginia,54,55-64 years,55-64,Male,M,30,127413,23.5
,2009,2009,West Virginia,54,65-74 years,65-74,Male,M,19,76718,Unreliable
,2009,2009,West Virginia,54,75-84 years,75-84,Male,M,18,40120,Unreliable
,2009,2009,Wisconsin,55,15-24 years,15-24,Female,F,15,387572,Unreliable
,2009,2009,Wisconsin,55,15-24 years,15-24,Male,M,83,405625,20.5
,2009,2009,Wisconsin,55,25-34 years,25-34,Female,F,23,349934,6.6
,2009,2009,Wisconsin,55,25-34 years,25-34,Male,M,72,363785,19.8
,2009,2009,Wisconsin,55,35-44 years,35-44,Female,F,38,366428,10.4
,2009,2009,Wisconsin,55,35-44 years,35-44,Male,M,104,372657,27.9
,2009,2009,Wisconsin,55,45-54 years,45-54,Female,F,42,437519,9.6
,2009,2009,Wisconsin,55,45-54 years,45-54,Male,M,126,437732,28.8
,2009,2009,Wisconsin,55,55-64 years,55-64,Female,F,26,339623,7.7
,2009,2009,Wisconsin,55,55-64 years,55-64,Male,M,85,337476,25.2
,2009,2009,Wisconsin,55,65-74 years,65-74,Female,F,10,206582,Unreliable
,2009,2009,Wisconsin,55,65-74 years,65-74,Male,M,43,186156,23.1
,2009,2009,Wisconsin,55,75-84 years,75-84,Male,M,29,109547,26.5
,2009,2009,Wisconsin,55,85+ years,85+,Male,M,14,36465,Unreliable
,2009,2009,Wyoming,56,15-24 years,15-24,Male,M,16,41976,Unreliable
,2009,2009,Wyoming,56,25-34 years,25-34,Male,M,17,40016,Unreliable
,2009,2009,Wyoming,56,35-44 years,35-44,Male,M,19,34914,Unreliable
,2009,2009,Wyoming,56,45-54 years,45-54,Male,M,15,42649,Unreliable
,2010,2010,Alabama,1,15-24 years,15-24,Female,F,10,336122,Unreliable
,2010,2010,Alabama,1,15-24 years,15-24,Male,M,65,342671,19
,2010,2010,Alabama,1,25-34 years,25-34,Female,F,18,308782,Unreliable
,2010,2010,Alabama,1,25-34 years,25-34,Male,M,96,300140,32
,2010,2010,Alabama,1,35-44 years,35-44,Female,F,32,315716,10.1
,2010,2010,Alabama,1,35-44 years,35-44,Male,M,85,303785,28
,2010,2010,Alabama,1,45-54 years,45-54,Female,F,37,356026,10.4
,2010,2010,Alabama,1,45-54 years,45-54,Male,M,112,337828,33.2
,2010,2010,Alabama,1,55-64 years,55-64,Female,F,19,306797,Unreliable
,2010,2010,Alabama,1,55-64 years,55-64,Male,M,81,281236,28.8
,2010,2010,Alabama,1,65-74 years,65-74,Female,F,13,200465,Unreliable
,2010,2010,Alabama,1,65-74 years,65-74,Male,M,44,170036,25.9
,2010,2010,Alabama,1,75-84 years,75-84,Male,M,38,85611,44.4
,2010,2010,Alabama,1,85+ years,85+,Male,M,13,22859,Unreliable
,2010,2010,Alaska,2,15-24 years,15-24,Male,M,41,56885,72.1
,2010,2010,Alaska,2,25-34 years,25-34,Male,M,25,54168,46.2
,2010,2010,Alaska,2,35-44 years,35-44,Male,M,14,48377,Unreliable
,2010,2010,Alaska,2,45-54 years,45-54,Male,M,22,57686,38.1
,2010,2010,Alaska,2,55-64 years,55-64,Male,M,13,45625,Unreliable
,2010,2010,Arizona,4,15-24 years,15-24,Female,F,31,437324,7.1
,2010,2010,Arizona,4,15-24 years,15-24,Male,M,104,466842,22.3
,2010,2010,Arizona,4,25-34 years,25-34,Female,F,29,418862,6.9
,2010,2010,Arizona,4,25-34 years,25-34,Male,M,137,437831,31.3
,2010,2010,Arizona,4,35-44 years,35-44,Female,F,23,406371,5.7
,2010,2010,Arizona,4,35-44 years,35-44,Male,M,133,416123,32
,2010,2010,Arizona,4,45-54 years,45-54,Female,F,67,427636,15.7
,2010,2010,Arizona,4,45-54 years,45-54,Male,M,189,414910,45.6
,2010,2010,Arizona,4,55-64 years,55-64,Female,F,46,380609,12.1
,2010,2010,Arizona,4,55-64 years,55-64,Male,M,131,345619,37.9
,2010,2010,Arizona,4,65-74 years,65-74,Female,F,18,261665,Unreliable
,2010,2010,Arizona,4,65-74 years,65-74,Male,M,62,236227,26.2
,2010,2010,Arizona,4,75-84 years,75-84,Male,M,77,127730,60.3
,2010,2010,Arizona,4,85+ years,85+,Male,M,27,37738,71.5
,2010,2010,Arkansas,5,15-24 years,15-24,Male,M,46,204979,22.4
,2010,2010,Arkansas,5,25-34 years,25-34,Female,F,13,187460,Unreliable
,2010,2010,Arkansas,5,25-34 years,25-34,Male,M,58,188432,30.8
,2010,2010,Arkansas,5,35-44 years,35-44,Female,F,27,183510,14.7
,2010,2010,Arkansas,5,35-44 years,35-44,Male,M,69,182698,37.8
,2010,2010,Arkansas,5,45-54 years,45-54,Female,F,20,206738,9.7
,2010,2010,Arkansas,5,45-54 years,45-54,Male,M,73,200528,36.4
,2010,2010,Arkansas,5,55-64 years,55-64,Male,M,47,169291,27.8
,2010,2010,Arkansas,5,65-74 years,65-74,Male,M,34,110138,30.9
,2010,2010,Arkansas,5,75-84 years,75-84,Male,M,16,56320,Unreliable
,2010,2010,Arkansas,5,85+ years,85+,Male,M,14,16534,Unreliable
,2010,2010,California,6,5-14 years,14-May,Female,F,12,2491291,Unreliable
,2010,2010,California,6,5-14 years,14-May,Male,M,16,2605478,Unreliable
,2010,2010,California,6,15-24 years,15-24,Female,F,90,2694022,3.3
,2010,2010,California,6,15-24 years,15-24,Male,M,350,2895867,12.1
,2010,2010,California,6,25-34 years,25-34,Female,F,107,2604832,4.1
,2010,2010,California,6,25-34 years,25-34,Male,M,378,2713045,13.9
,2010,2010,California,6,35-44 years,35-44,Female,F,155,2578017,6
,2010,2010,California,6,35-44 years,35-44,Male,M,449,2604693,17.2
,2010,2010,California,6,45-54 years,45-54,Female,F,210,2643844,7.9
,2010,2010,California,6,45-54 years,45-54,Male,M,663,2608527,25.4
,2010,2010,California,6,55-64 years,55-64,Female,F,170,2087346,8.1
,2010,2010,California,6,55-64 years,55-64,Male,M,588,1949147,30.2
,2010,2010,California,6,65-74 years,65-74,Female,F,77,1221710,6.3
,2010,2010,California,6,65-74 years,65-74,Male,M,257,1053626,24.4
,2010,2010,California,6,75-84 years,75-84,Female,F,42,787634,5.3
,2010,2010,California,6,75-84 years,75-84,Male,M,207,582576,35.5
,2010,2010,California,6,85+ years,85+,Female,F,20,390153,5.1
,2010,2010,California,6,85+ years,85+,Male,M,119,210815,56.4
,2010,2010,Colorado,8,15-24 years,15-24,Female,F,23,330595,7
,2010,2010,Colorado,8,15-24 years,15-24,Male,M,92,357495,25.7
,2010,2010,Colorado,8,25-34 years,25-34,Female,F,30,352954,8.5
,2010,2010,Colorado,8,25-34 years,25-34,Male,M,103,373324,27.6
,2010,2010,Colorado,8,35-44 years,35-44,Female,F,36,341536,10.5
,2010,2010,Colorado,8,35-44 years,35-44,Male,M,114,358108,31.8
,2010,2010,Colorado,8,45-54 years,45-54,Female,F,59,373307,15.8
,2010,2010,Colorado,8,45-54 years,45-54,Male,M,163,369391,44.1
,2010,2010,Colorado,8,55-64 years,55-64,Female,F,37,303489,12.2
,2010,2010,Colorado,8,55-64 years,55-64,Male,M,103,294155,35
,2010,2010,Colorado,8,65-74 years,65-74,Male,M,42,147507,28.5
,2010,2010,Colorado,8,75-84 years,75-84,Male,M,29,73229,39.6
,2010,2010,Colorado,8,85+ years,85+,Male,M,11,23118,Unreliable
,2010,2010,Connecticut,9,15-24 years,15-24,Male,M,32,246066,13
,2010,2010,Connecticut,9,25-34 years,25-34,Male,M,41,210024,19.5
,2010,2010,Connecticut,9,35-44 years,35-44,Female,F,14,248246,Unreliable
,2010,2010,Connecticut,9,35-44 years,35-44,Male,M,50,236192,21.2
,2010,2010,Connecticut,9,45-54 years,45-54,Female,F,23,294879,7.8
,2010,2010,Connecticut,9,45-54 years,45-54,Male,M,67,280718,23.9
,2010,2010,Connecticut,9,55-64 years,55-64,Female,F,14,229814,Unreliable
,2010,2010,Connecticut,9,55-64 years,55-64,Male,M,55,213638,25.7
,2010,2010,Connecticut,9,65-74 years,65-74,Male,M,17,117589,Unreliable
,2010,2010,Connecticut,9,75-84 years,75-84,Male,M,14,68277,Unreliable
,2010,2010,Delaware,10,15-24 years,15-24,Male,M,12,64145,Unreliable
,2010,2010,Delaware,10,35-44 years,35-44,Male,M,16,56449,Unreliable
,2010,2010,Delaware,10,45-54 years,45-54,Male,M,29,64477,45
,2010,2010,Delaware,10,55-64 years,55-64,Male,M,16,52063,Unreliable
,2010,2010,Florida,12,15-24 years,15-24,Female,F,40,1198790,3.3
,2010,2010,Florida,12,15-24 years,15-24,Male,M,174,1258350,13.8
,2010,2010,Florida,12,25-34 years,25-34,Female,F,62,1139409,5.4
,2010,2010,Florida,12,25-34 years,25-34,Male,M,252,1150136,21.9
,2010,2010,Florida,12,35-44 years,35-44,Female,F,109,1222783,8.9
,2010,2010,Florida,12,35-44 years,35-44,Male,M,319,1208471,26.4
,2010,2010,Florida,12,45-54 years,45-54,Female,F,155,1400125,11.1
,2010,2010,Florida,12,45-54 years,45-54,Male,M,513,1341368,38.2
,2010,2010,Florida,12,55-64 years,55-64,Female,F,147,1234791,11.9
,2010,2010,Florida,12,55-64 years,55-64,Male,M,417,1102877,37.8
,2010,2010,Florida,12,65-74 years,65-74,Female,F,59,921839,6.4
,2010,2010,Florida,12,65-74 years,65-74,Male,M,199,806101,24.7
,2010,2010,Florida,12,75-84 years,75-84,Female,F,29,611525,4.7
,2010,2010,Florida,12,75-84 years,75-84,Male,M,182,486012,37.4
,2010,2010,Florida,12,85+ years,85+,Female,F,18,275812,Unreliable
,2010,2010,Florida,12,85+ years,85+,Male,M,100,158313,63.2
,2010,2010,Georgia,13,15-24 years,15-24,Female,F,21,682668,3.1
,2010,2010,Georgia,13,15-24 years,15-24,Male,M,119,707411,16.8
,2010,2010,Georgia,13,25-34 years,25-34,Female,F,25,677350,3.7
,2010,2010,Georgia,13,25-34 years,25-34,Male,M,136,658210,20.7
,2010,2010,Georgia,13,35-44 years,35-44,Female,F,57,712988,8
,2010,2010,Georgia,13,35-44 years,35-44,Male,M,142,684552,20.7
,2010,2010,Georgia,13,45-54 years,45-54,Female,F,62,713772,8.7
,2010,2010,Georgia,13,45-54 years,45-54,Male,M,189,677480,27.9
,2010,2010,Georgia,13,55-64 years,55-64,Female,F,42,563228,7.5
,2010,2010,Georgia,13,55-64 years,55-64,Male,M,145,506329,28.6
,2010,2010,Georgia,13,65-74 years,65-74,Female,F,22,327366,6.7
,2010,2010,Georgia,13,65-74 years,65-74,Male,M,89,279063,31.9
,2010,2010,Georgia,13,75-84 years,75-84,Male,M,50,125656,39.8
,2010,2010,Georgia,13,85+ years,85+,Male,M,14,33311,Unreliable
,2010,2010,Hawaii,15,15-24 years,15-24,Male,M,24,96571,24.9
,2010,2010,Hawaii,15,25-34 years,25-34,Male,M,29,95604,30.3
,2010,2010,Hawaii,15,35-44 years,35-44,Female,F,10,87126,Unreliable
,2010,2010,Hawaii,15,35-44 years,35-44,Male,M,34,89247,38.1
,2010,2010,Hawaii,15,45-54 years,45-54,Male,M,34,97044,35
,2010,2010,Hawaii,15,55-64 years,55-64,Female,F,10,88535,Unreliable
,2010,2010,Hawaii,15,55-64 years,55-64,Male,M,21,87027,24.1
,2010,2010,Idaho,16,15-24 years,15-24,Male,M,29,113718,25.5
,2010,2010,Idaho,16,25-34 years,25-34,Female,F,11,101941,Unreliable
,2010,2010,Idaho,16,25-34 years,25-34,Male,M,32,107024,29.9
,2010,2010,Idaho,16,35-44 years,35-44,Female,F,13,94512,Unreliable
,2010,2010,Idaho,16,35-44 years,35-44,Male,M,40,97097,41.2
,2010,2010,Idaho,16,45-54 years,45-54,Male,M,39,103552,37.7
,2010,2010,Idaho,16,55-64 years,55-64,Female,F,11,90676,Unreliable
,2010,2010,Idaho,16,55-64 years,55-64,Male,M,47,89637,52.4
,2010,2010,Idaho,16,65-74 years,65-74,Male,M,22,53796,40.9
,2010,2010,Idaho,16,75-84 years,75-84,Male,M,16,27033,Unreliable
